0; 0; 0; 
0,1; 0,0646932; 1,23284; 
0,2; 0,231684; 2,02804; 
0,3; 0,453764; 2,3364; 
0,4; 0,684705; 2,22364; 
0,5; 0,889034; 1,82936; 
0,6; 1,00166; 0,231718; 
0,7; 0,945632; -1,29196; 
0,8; 0,757188; -2,40043; 
0,9; 0,482802; -2,996; 
1; 0,177382; -3,0191; 
1,1; -0,103352; -2,52204; 
1,2; -0,315296; -1,67796; 
1,3; -0,434713; -0,706443; 
1,4; -0,458778; 0,202419; 
1,5; -0,400918; 0,914589; 
1,6; -0,285254; 1,34949; 
1,7; -0,141373; 1,47878; 
1,8; 0,00104875; 1,32898; 
1,9; 0,117495; 0,974246; 
2; 0,19237; 0,51452; 
2,1; 0,220252; 0,0495538; 
2,2; 0,204868; -0,339688; 
2,3; 0,156689; -0,60017; 
2,4; 0,0899516; -0,709743; 
2,5; 0,0195979; -0,67589; 
2,6; -0,0414405; -0,530052; 
2,7; -0,0841829; -0,318028; 
2,8; -0,104483; -0,088966; 
2,9; -0,102869; 0,114095; 
3; -0,0835905; 0,260528; 
3,1; -0,053204; 0,335036; 
3,2; -0,0190224; 0,33755; 
3,3; 0,0122949; 0,280603; 
3,4; 0,0357912; 0,184909; 
3,5; 0,0487757; 0,0742316; 
3,6; 0,0508834; -0,0293695; 
3,7; 0,0437159; -0,10908; 
3,8; 0,0302048; -0,155299; 
3,9; 0,0138598; -0,166005; 
4; -0,00194849; -0,145749; 
4,1; -0,0145534; -0,103677; 
4,2; -0,022331; -0,0510968; 
4,3; -0,0247958; 0,000893858; 
4,4; -0,0224789; 0,0433132; 
4,5; -0,0166515; 0,0704789; 
4,6; -0,00896785; 0,0804032; 
4,7; -0,00110763; 0,0744719; 
4,8; 0,00552284; 0,0565931; 
4,9; 0,0099869; 0,0320566; 
5; 0,0118963; 0,00635842; 
5,1; 0,0113799; -0,0157977; 
5,2; 0,00896718; -0,0311795; 
5,3; 0,00542347; -0,038324; 
5,4; 0,00157318; -0,0374737; 
5,5; -0,00185493; -0,0302249; 
5,6; -0,00433789; -0,0190039; 
5,7; -0,00561271; -0,00649199; 
5,8; -0,00567527; 0,00488923; 
5,9; -0,00473415; 0,0133545; 
6; -0,00313568; 0,0179517; 
6,1; -0,00127839; 0,0185775; 
6,2; 0,000466094; 0,0158416; 
6,3; 0,00181317; 0,0108311; 
6,4; 0,00259925; 0,00483417; 
6,5; 0,00278849; -0,00092206; 
6,6; 0,00245589; -0,00547466; 
6,7; 0,00175409; -0,00824555; 
6,8; 0,000872667; -0,00907288; 
6,9; -1,72431e-06; -0,00816396; 
7; -0,000717469; -0,00599212; 
7,1; -0,00117814; -0,00316584; 
7,2; -0,00134939; -0,000297812; 
7,3; -0,00125368; 0,00210291; 
7,4; -0,000956089; 0,00370118; 
7,5; -0,000545212; 0,00436285; 
7,6; -0,000113409; 0,00414183; 
7,7; 0,000260028; 0,00323661; 
7,8; 0,000520371; 0,00192939; 
7,9; 0,000642579; 0,000521529; 
8; 0,000630298; -0,000722569; 
8,1; 0,000510031; -0,00161503; 
8,2; 0,000322361; -0,00206347; 
8,3; 0,000112311; -0,0020699; 
8,4; -7,93392e-05; -0,00171323; 
8,5; -0,00022241; -0,00112159; 
8,6; -0,000300682; -0,000440969; 
8,7; -0,000312205; 0,0001935; 
8,8; -0,00026705; 0,000679237; 
8,9; -0,000183377; 0,000958243; 
9; -8,27926e-05; 0,00101917; 
9,1; 1,40536e-05; 0,000890857; 
9,2; 9,09043e-05; 0,00063001; 
9,3; 0,000137943; 0,000306239; 
9,4; 0,000152343; -1,2446e-05; 
9,5; 0,000137498; -0,000271244; 
9,6; 0,000101299; -0,000435747; 
9,7; 5,39423e-05; -0,000494268; 
9,8; 5,72975e-06; -0,000455766; 
9,9; -3,47538e-05; -0,000344543; 
10; -6,18292e-05; -0,000193217; 
